,v,vw,o,c,h,l,n,date,prev_close,daily_return,abs_daily_return
793,4844,0.9186,0.91877,0.91859,0.91898,0.9179,4844,2024-06-05 13:00:00,0.91878,-0.00020679596856703833,0.00020679596856703833
794,6403,0.9199,0.91855,0.92027,0.92062,0.91828,6403,2024-06-05 14:00:00,0.91859,0.0018288899291305314,0.0018288899291305314
795,3950,0.9202,0.9201,0.9204,0.92051,0.9197,3950,2024-06-05 15:00:00,0.92027,0.0001412628902386946,0.0001412628902386946
796,3369,0.9206,0.92042,0.92042,0.92125,0.9199,3369,2024-06-05 16:00:00,0.9204,2.172968274665363e-05,2.172968274665363e-05
797,2794,0.9205,0.92034,0.92012,0.92072,0.92,2794,2024-06-05 17:00:00,0.92042,-0.00032593815866665974,0.00032593815866665974
798,2635,0.9199,0.92016,0.91946,0.9203,0.9191,2635,2024-06-05 18:00:00,0.92012,-0.0007172977437725447,0.0007172977437725447
799,2078,0.9195,0.91948,0.91959,0.91973,0.9191,2078,2024-06-05 19:00:00,0.91946,0.00014138733604503022,0.00014138733604503022
800,1548,0.9199,0.9196,0.9198,0.92011,0.9194,1548,2024-06-05 20:00:00,0.91959,0.00022836263987204347,0.00022836263987204347
801,1009,0.9198,0.9198,0.9196,0.92006,0.91917,1009,2024-06-05 21:00:00,0.9198,-0.00021743857360293322,0.00021743857360293322
802,935,0.9198,0.91969,0.9197,0.92001,0.9193,935,2024-06-05 22:00:00,0.9196,0.00010874293170942692,0.00010874293170942692
803,1023,0.9196,0.91967,0.9196,0.91969,0.9193,1023,2024-06-05 23:00:00,0.9197,-0.00010873110796997824,0.00010873110796997824
804,1859,0.9192,0.91959,0.9189,0.91961,0.9187,1859,2024-06-06 00:00:00,0.9196,-0.0007612005219659884,0.0007612005219659884
805,2657,0.9183,0.91891,0.9179,0.91892,0.9177,2657,2024-06-06 01:00:00,0.9189,-0.0010882576994232242,0.0010882576994232242
806,2197,0.9181,0.91789,0.91809,0.91841,0.9175,2197,2024-06-06 02:00:00,0.9179,0.0002069942259504439,0.0002069942259504439
807,1431,0.9181,0.91811,0.9182,0.91827,0.9177,1431,2024-06-06 03:00:00,0.91809,0.00011981396159423859,0.00011981396159423859
808,1548,0.9183,0.91819,0.91848,0.91854,0.9179,1548,2024-06-06 04:00:00,0.9182,0.00030494445654535716,0.00030494445654535716
809,1902,0.9186,0.91848,0.91866,0.91891,0.9183,1902,2024-06-06 05:00:00,0.91848,0.0001959759602822805,0.0001959759602822805
810,3031,0.919,0.91869,0.91875,0.91934,0.9184,3031,2024-06-06 06:00:00,0.91866,9.796878061516064e-05,9.796878061516064e-05
811,3198,0.919,0.91876,0.91924,0.91946,0.9182,3198,2024-06-06 07:00:00,0.91875,0.000533333333333323,0.000533333333333323
812,2712,0.9195,0.91922,0.91934,0.91983,0.919,2712,2024-06-06 08:00:00,0.91924,0.00010878551847188983,0.00010878551847188983
813,2600,0.9191,0.91935,0.91908,0.91949,0.9187,2600,2024-06-06 09:00:00,0.91934,-0.00028281158222207014,0.00028281158222207014
814,2379,0.9192,0.9191,0.9194,0.9195,0.9188,2379,2024-06-06 10:00:00,0.91908,0.00034817426121772527,0.00034817426121772527
815,2889,0.92,0.91939,0.92017,0.9206,0.9191,2889,2024-06-06 11:00:00,0.9194,0.0008375027191647253,0.0008375027191647253
816,6367,0.9188,0.92016,0.91894,0.9205,0.9171,6367,2024-06-06 12:00:00,0.92017,-0.0013367095210668294,0.0013367095210668294
817,6268,0.9189,0.91897,0.91867,0.91978,0.9179,6268,2024-06-06 13:00:00,0.91894,-0.00029381678890895213,0.00029381678890895213
818,4756,0.9191,0.9187,0.91928,0.91972,0.9179,4756,2024-06-06 14:00:00,0.91867,0.0006640033962140915,0.0006640033962140915
819,3281,0.9189,0.9193,0.91891,0.9193,0.9183,3281,2024-06-06 15:00:00,0.91928,-0.00040248890435991367,0.00040248890435991367
820,2570,0.9188,0.91892,0.91894,0.91912,0.9182,2570,2024-06-06 16:00:00,0.91891,3.2647375695089284e-05,3.2647375695089284e-05
821,2442,0.9185,0.91896,0.91806,0.91902,0.9177,2442,2024-06-06 17:00:00,0.91894,-0.0009576250897773434,0.0009576250897773434
822,2542,0.9182,0.91808,0.918,0.91858,0.9177,2542,2024-06-06 18:00:00,0.91806,-6.535520554206586e-05,6.535520554206586e-05
823,2528,0.9181,0.91799,0.9183,0.91838,0.9177,2528,2024-06-06 19:00:00,0.918,0.000326797385620879,0.000326797385620879
824,1619,0.9181,0.9183,0.91828,0.91836,0.9178,1619,2024-06-06 20:00:00,0.9183,-2.1779374931961233e-05,2.1779374931961233e-05
825,931,0.9181,0.91828,0.91825,0.91828,0.9178,931,2024-06-06 21:00:00,0.91828,-3.266977392513666e-05,3.266977392513666e-05
826,654,0.918,0.91819,0.91806,0.91824,0.9177,654,2024-06-06 22:00:00,0.91825,-0.00020691532806972336,0.00020691532806972336
827,1019,0.918,0.91806,0.91811,0.91818,0.9178,1019,2024-06-06 23:00:00,0.91806,5.446267128509519e-05,5.446267128509519e-05
828,1944,0.9183,0.91812,0.91829,0.91852,0.9179,1944,2024-06-07 00:00:00,0.91811,0.00019605493895074555,0.00019605493895074555
829,2085,0.9182,0.91827,0.91777,0.91848,0.9175,2085,2024-06-07 01:00:00,0.91829,-0.0005662699147329013,0.0005662699147329013
830,1622,0.9177,0.91776,0.9176,0.91788,0.9173,1622,2024-06-07 02:00:00,0.91777,-0.00018523159397234982,0.00018523159397234982
831,1912,0.9177,0.91766,0.91787,0.91794,0.9173,1912,2024-06-07 03:00:00,0.9176,0.0002942458587619796,0.0002942458587619796
832,1812,0.9178,0.91786,0.9177,0.91794,0.9174,1812,2024-06-07 04:00:00,0.91787,-0.00018521141338098367,0.00018521141338098367
833,1750,0.918,0.91779,0.91819,0.9183,0.9176,1750,2024-06-07 05:00:00,0.9177,0.0005339435545385098,0.0005339435545385098
834,2810,0.9182,0.9182,0.91805,0.91842,0.9174,2810,2024-06-07 06:00:00,0.91819,-0.0001524738888464457,0.0001524738888464457
835,3754,0.9179,0.91806,0.91803,0.91829,0.9173,3754,2024-06-07 07:00:00,0.91805,-2.178530581125211e-05,2.178530581125211e-05
836,3785,0.9184,0.91802,0.91826,0.91882,0.9179,3785,2024-06-07 08:00:00,0.91803,0.00025053647484281827,0.00025053647484281827
837,3558,0.918,0.91824,0.91809,0.91842,0.9175,3558,2024-06-07 09:00:00,0.91826,-0.00018513275107268475,0.00018513275107268475
838,3008,0.9181,0.91808,0.9183,0.91841,0.9177,3008,2024-06-07 10:00:00,0.91809,0.00022873574486166224,0.00022873574486166224
